# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Apr 25 18:51:06 2019
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
#
pl_name,pl_discmethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim
Kepler-1570 b,Transit,26.54895500,0.00030470,-0.00030470,0,,,,,,,,,,,,,0.095,0.017,-0.009,0,,,,,5550.00,289.64,-239.62,0,0.92,0.09,-0.07,0,0.89,0.15,-0.08,0,,,,,,,,
Kepler-1571 b,Transit,3.38555488,0.00001595,-0.00001595,0,,,,,,,,,,,,,0.136,0.061,-0.030,0,,,,,6297.00,339.05,-313.54,0,1.23,0.25,-0.16,0,1.39,0.62,-0.30,0,,,,,,,,
Kepler-1572 b,Transit,5.49548621,0.00002920,-0.00002920,0,,,,,,,,,,,,,0.084,0.017,-0.007,0,,,,,5618.00,62.91,-70.62,0,0.97,0.04,-0.04,0,0.95,0.19,-0.07,0,,,,,,,,
Kepler-1573 b,Transit,2.61575540,0.00001498,-0.00001498,0,,,,,,,,,,,,,0.107,0.021,-0.010,0,,,,,5808.00,84.07,-98.49,0,1.01,0.05,-0.05,0,1.00,0.18,-0.08,0,,,,,,,,
Kepler-1574 b,Transit,6.94243340,0.00006006,-0.00006006,0,,,,,,,,,,,,,0.115,0.025,-0.013,0,,,,,5892.00,85.09,-107.29,0,1.06,0.06,-0.06,0,1.08,0.23,-0.10,0,,,,,,,,
Kepler-1575 b,Transit,2.55314213,0.00001304,-0.00001304,0,,,,,,,,,,,,,0.117,0.018,-0.012,0,,,,,5667.00,140.13,-92.37,0,0.95,0.06,-0.06,0,0.92,0.14,-0.07,0,,,,,,,,
Kepler-1576 b,Transit,6.98471973,0.00005940,-0.00005940,0,,,,,,,,,,,,,0.093,0.026,-0.012,0,,,,,5876.00,104.99,-147.58,0,1.05,0.07,-0.07,0,1.06,0.28,-0.11,0,,,,,,,,
Kepler-1577 b,Transit,6.30560247,0.00003666,-0.00003666,0,,,,,,,,,,,,,0.101,0.004,-0.010,0,,,,,4862.00,84.27,-75.08,0,0.78,0.04,-0.04,0,0.74,0.03,-0.03,0,,,,,,,,
Kepler-1578 b,Transit,1.45088691,0.00000695,-0.00000695,0,,,,,,,,,,,,,0.093,0.010,-0.010,0,,,,,5545.00,73.20,-74.33,0,0.90,0.05,-0.07,0,0.86,0.09,-0.07,0,,,,,,,,
Kepler-1579 b,Transit,0.84990789,0.00000293,-0.00000293,0,,,,,,,,,,,,,0.075,0.005,-0.004,0,,,,,4584.00,61.63,-74.20,0,0.75,0.03,-0.04,0,0.70,0.02,-0.03,0,,,,,,,,
Kepler-158 b,Transit,16.70918400,0.00006400,-0.00006400,0,0.111000,,,0,,,,,,,,,0.189,0.032,-0.032,0,,,,,4623.00,200.00,-200.00,0,,,,,0.62,0.08,-0.08,0,,,,,,,,
Kepler-158 c,Transit,28.55138300,0.00014000,-0.00014000,0,0.158000,,,0,,,,,,,,,0.170,0.027,-0.027,0,,,,,4623.00,200.00,-200.00,0,,,,,0.62,0.08,-0.08,0,,,,,,,,
Kepler-1580 b,Transit,56.64492790,0.00085250,-0.00085250,0,,,,,,,,,,,,,0.188,0.027,-0.028,0,,,,,6228.00,75.22,-81.47,0,1.47,0.11,-0.11,0,2.15,0.30,-0.30,0,,,,,,,,
Kepler-1581 b,Transit,6.28385491,0.00004246,-0.00004246,0,,,,,,,,,,,,,0.071,0.012,-0.008,0,,,,,6022.00,81.89,-66.79,0,1.12,0.06,-0.04,0,1.23,0.20,-0.14,0,,,,,,,,
Kepler-1582 b,Transit,4.83817712,0.00008840,-0.00008840,0,,,,,,,,,,,,,0.133,0.015,-0.012,0,,,,,3208.00,24.62,-23.86,0,0.28,0.03,-0.03,0,0.30,0.02,-0.03,0,,,,,,,,
Kepler-1583 b,Transit,9.32807355,0.00008851,-0.00008851,0,,,,,,,,,,,,,0.054,0.008,-0.004,0,,,,,5645.00,83.87,-81.55,0,0.94,0.05,-0.06,0,0.91,0.12,-0.07,0,,,,,,,,
Kepler-1584 b,Transit,13.39970990,0.00015700,-0.00015700,0,,,,,,,,,,,,,0.144,0.036,-0.019,0,,,,,6069.00,86.35,-93.46,0,1.10,0.09,-0.07,0,1.13,0.28,-0.12,0,,,,,,,,
Kepler-1585 b,Transit,3.58274630,0.00001739,-0.00001739,0,,,,,,,,,,,,,0.160,0.022,-0.014,0,,,,,5538.00,111.30,-154.22,0,0.94,0.05,-0.05,0,0.91,0.12,-0.06,0,,,,,,,,
Kepler-1586 b,Transit,15.60492120,0.00013650,-0.00013650,0,,,,,,,,,,,,,0.136,0.058,-0.030,0,,,,,6681.00,268.00,-299.60,0,1.45,0.23,-0.19,0,1.75,0.69,-0.37,0,,,,,,,,
Kepler-1587 b,Transit,9.40604670,0.00013760,-0.00013760,0,,,,,,,,,,,,,0.119,0.042,-0.021,0,,,,,5933.00,79.13,-77.98,0,1.08,0.06,-0.04,0,1.22,0.19,-0.15,0,,,,,,,,
Kepler-1588 b,Transit,7.84931739,0.00009456,-0.00009456,0,,,,,,,,,,,,,0.068,0.010,-0.006,0,,,,,5817.00,69.45,-56.87,0,0.96,0.04,-0.05,0,0.99,0.12,-0.08,0,,,,,,,,
Kepler-1589 b,Transit,0.99166527,0.00000784,-0.00000784,0,,,,,,,,,,,,,0.097,0.039,-0.015,0,,,,,6166.00,169.76,-232.41,0,1.18,0.17,-0.11,0,1.25,0.50,-0.18,0,,,,,,,,
Kepler-159 b,Transit,10.13962300,0.00002200,-0.00002200,0,0.082000,,,0,,,,,,,,,0.212,0.016,-0.016,0,,,,,4625.00,100.00,-100.00,0,,,,,0.66,0.03,-0.03,0,,,,,,,,
Kepler-159 c,Transit,43.59579200,0.00012500,-0.00012500,0,0.218000,,,0,,,,,,,,,0.304,0.025,-0.025,0,,,,,4625.00,100.00,-100.00,0,,,,,0.66,0.03,-0.03,0,,,,,,,,
Kepler-1590 b,Transit,7.61760804,0.00004334,-0.00004334,0,,,,,,,,,,,,,0.102,0.030,-0.013,0,,,,,6053.00,122.92,-137.00,0,1.11,0.10,-0.07,0,1.16,0.34,-0.14,0,,,,,,,,
Kepler-1591 b,Transit,8.18504949,0.00007831,-0.00007831,0,,,,,,,,,,,,,0.113,0.037,-0.017,0,,,,,6082.00,168.06,-232.08,0,1.10,0.13,-0.10,0,1.16,0.36,-0.17,0,,,,,,,,
Kepler-1592 b,Transit,3.05710069,0.00002334,-0.00002334,0,,,,,,,,,,,,,0.137,0.062,-0.025,0,,,,,6213.00,223.89,-246.35,0,1.18,0.20,-0.12,0,1.28,0.57,-0.23,0,,,,,,,,
Kepler-1593 b,Transit,174.50983500,0.00185200,-0.00185200,0,,,,,,,,,,,,,0.283,0.027,-0.025,0,,,,,4995.00,243.24,-219.42,0,0.81,0.06,-0.05,0,0.77,0.07,-0.05,0,,,,,,,,
Kepler-1594 b,Transit,2.71603809,0.00001355,-0.00001355,0,,,,,,,,,,,,,0.095,0.023,-0.011,0,,,,,5946.00,94.80,-125.41,0,1.06,0.07,-0.07,0,1.08,0.26,-0.11,0,,,,,,,,
Kepler-1595 b,Transit,4.56380468,0.00003240,-0.00003240,0,,,,,,,,,,,,,0.110,0.008,-0.009,0,,,,,5203.00,61.17,-66.07,0,0.84,0.04,-0.04,0,0.80,0.05,-0.04,0,,,,,,,,
Kepler-1596 b,Transit,66.37337900,0.00147600,-0.00147600,0,,,,,,,,,,,,,0.170,0.022,-0.015,0,,,,,5706.00,76.54,-66.32,0,0.95,0.05,-0.07,0,0.92,0.11,-0.07,0,,,,,,,,
Kepler-1597 b,Transit,2.94654179,0.00003471,-0.00003471,0,,,,,,,,,,,,,0.095,0.042,-0.015,0,,,,,6377.00,131.93,-114.19,0,1.25,0.20,-0.11,0,1.39,0.61,-0.21,0,,,,,,,,
Kepler-1598 b,Transit,4.34195123,0.00002827,-0.00002827,0,,,,,,,,,,,,,0.085,0.025,-0.009,0,,,,,5940.00,75.00,-88.75,0,1.07,0.07,-0.06,0,1.09,0.31,-0.10,0,,,,,,,,
Kepler-1599 b,Transit,122.36355300,0.00896800,-0.00896800,0,,,,,,,,,,,,,0.145,0.029,-0.021,0,,,,,5767.00,97.64,-125.25,0,0.99,0.06,-0.05,0,0.99,0.18,-0.09,0,,,,,,,,
Kepler-16 b,Transit,228.77600000,0.02000000,-0.03700000,0,0.704800,0.001100,-0.001100,0,0.006900,0.001000,-0.001500,0,0.33300,0.01600,-0.01600,0,0.754,0.003,-0.003,0,0.96400,0.04700,-0.04600,0,4450.00,150.00,-150.00,0,0.69,0.00,0.00,0,0.65,0.00,0.00,0,,,,,,,,
Kepler-160 b,Transit,4.30942700,0.00001700,-0.00001700,0,0.050000,,,0,,,,,,,,,0.137,0.068,-0.068,0,,,,,5857.00,200.00,-200.00,0,,,,,0.88,0.43,-0.43,0,,,,,,,,
Kepler-160 c,Transit,13.69908700,0.00003100,-0.00003100,0,0.109000,,,0,,,,,,,,,0.322,0.158,-0.158,0,,,,,5857.00,200.00,-200.00,0,,,,,0.88,0.43,-0.43,0,,,,,,,,
Kepler-1600 b,Transit,386.37054800,0.00859100,-0.00859100,0,,,,,,,,,,,,,0.279,0.025,-0.015,0,,,,,5214.00,66.69,-91.43,0,0.86,0.04,-0.04,0,0.82,0.05,-0.04,0,,,,,,,,
Kepler-1601 b,Transit,2.20921951,0.00001510,-0.00001510,0,,,,,,,,,,,,,0.073,0.021,-0.010,0,,,,,5869.00,90.84,-118.62,0,1.04,0.07,-0.06,0,1.07,0.31,-0.12,0,,,,,,,,
Kepler-1602 b,Transit,11.17931605,0.00007504,-0.00007504,0,,,,,,,,,,,,,0.120,0.052,-0.021,0,,,,,6296.00,217.69,-152.70,0,1.22,0.20,-0.11,0,1.36,0.58,-0.22,0,,,,,,,,
Kepler-1603 b,Transit,2.27163926,0.00002336,-0.00002336,0,,,,,,,,,,,,,0.115,0.042,-0.017,0,,,,,6241.00,116.66,-168.54,0,1.21,0.15,-0.10,0,1.31,0.48,-0.18,0,,,,,,,,
Kepler-1604 b,Transit,0.68368426,0.00000063,-0.00000063,0,,,,,,,,,,,,,0.126,0.017,-0.010,0,,,,,4976.00,49.62,-51.36,0,0.81,0.03,-0.04,0,0.76,0.03,-0.03,0,,,,,,,,
Kepler-1605 b,Transit,85.75654950,0.00061610,-0.00061610,0,,,,,,,,,,,,,0.096,0.008,-0.007,0,,,,,5280.00,56.11,-59.11,0,0.86,0.04,-0.04,0,0.82,0.06,-0.05,0,,,,,,,,
Kepler-1606 b,Transit,196.43522400,0.00393500,-0.00393500,0,,,,,,,,,,,,,0.185,0.021,-0.013,0,,,,,5422.00,59.86,-63.50,0,0.90,0.04,-0.04,0,0.86,0.08,-0.05,0,,,,,,,,
Kepler-1607 b,Transit,13.64736760,0.00021020,-0.00021020,0,,,,,,,,,,,,,0.082,0.029,-0.012,0,,,,,6116.00,118.51,-199.25,0,1.14,0.14,-0.10,0,1.21,0.43,-0.18,0,,,,,,,,
Kepler-1608 b,Transit,16.47356860,0.00016980,-0.00016980,0,,,,,,,,,,,,,0.154,0.014,-0.017,0,,,,,4992.00,119.01,-72.99,0,0.75,0.05,-0.07,0,0.72,0.05,-0.07,0,,,,,,,,
Kepler-1609 b,Transit,114.34219000,0.00409700,-0.00409700,0,,,,,,,,,,,,,0.198,0.080,-0.029,0,,,,,6132.00,88.96,-146.65,0,1.18,0.16,-0.09,0,1.27,0.51,-0.17,0,,,,,,,,
Kepler-161 b,Transit,4.92135500,0.00000600,-0.00000600,0,0.054000,,,0,,,,,,,,,0.189,0.012,-0.012,0,,,,,5078.00,100.00,-100.00,0,,,,,0.81,0.05,-0.05,0,,,,,,,,
Kepler-161 c,Transit,7.06424000,0.00001100,-0.00001100,0,0.068000,,,0,,,,,,,,,0.183,0.013,-0.013,0,,,,,5078.00,100.00,-100.00,0,,,,,0.81,0.05,-0.05,0,,,,,,,,
Kepler-1610 b,Transit,8.70181574,0.00008315,-0.00008315,0,,,,,,,,,,,,,0.144,0.017,-0.012,0,,,,,5383.00,61.72,-82.73,0,0.91,0.04,-0.04,0,0.87,0.09,-0.04,0,,,,,,,,
Kepler-1611 b,Transit,5.17624290,0.00005826,-0.00005826,0,,,,,,,,,,,,,0.072,0.014,-0.006,0,,,,,5605.00,89.65,-122.47,0,0.94,0.04,-0.05,0,0.93,0.17,-0.07,0,,,,,,,,
Kepler-1612 b,Transit,3.91795101,0.00002727,-0.00002727,0,,,,,,,,,,,,,0.092,0.016,-0.010,0,,,,,5643.00,104.98,-130.31,0,0.96,0.05,-0.05,0,0.94,0.16,-0.07,0,,,,,,,,
Kepler-1613 b,Transit,1.51842990,0.00019910,-0.00019910,0,,,,,,,,,,,,,0.186,0.039,-0.045,0,,,,,6005.00,92.89,-111.57,0,1.08,0.08,-0.07,0,1.12,0.24,-0.12,0,,,,,,,,
Kepler-1614 b,Transit,3.94661410,0.00003022,-0.00003022,0,,,,,,,,,,,,,0.133,0.011,-0.013,0,,,,,5121.00,50.38,-46.14,0,0.79,0.05,-0.06,0,0.76,0.05,-0.07,0,,,,,,,,
Kepler-1615 b,Transit,47.31261920,0.00085930,-0.00085930,0,,,,,,,,,,,,,0.184,0.043,-0.052,0,,,,,5865.00,85.98,-105.58,0,1.04,0.06,-0.06,0,1.05,0.24,-0.09,0,,,,,,,,
Kepler-1616 b,Transit,6.76284377,0.00006948,-0.00006948,0,,,,,,,,,,,,,0.091,0.042,-0.013,0,,,,,6266.00,93.46,-92.78,0,1.21,0.19,-0.10,0,1.34,0.62,-0.19,0,,,,,,,,
Kepler-1617 b,Transit,27.47855720,0.00050780,-0.00050780,0,,,,,,,,,,,,,0.107,0.033,-0.014,0,,,,,6167.00,84.79,-77.96,0,1.15,0.13,-0.08,0,1.22,0.38,-0.15,0,,,,,,,,
Kepler-1618 b,Transit,6.10826019,0.00008991,-0.00008991,0,,,,,,,,,,,,,0.112,0.046,-0.021,0,,,,,6620.00,213.78,-143.89,0,1.41,0.22,-0.15,0,1.65,0.68,-0.29,0,,,,,,,,
Kepler-1619 b,Transit,23.62259130,0.00054200,-0.00054200,0,,,,,,,,,,,,,0.068,0.013,-0.007,0,,,,,5852.00,90.66,-80.99,0,1.00,0.06,-0.07,0,1.00,0.19,-0.09,0,,,,,,,,
Kepler-162 b,Transit,6.91979800,0.00005200,-0.00005200,0,0.069000,,,0,,,,,,,,,0.112,0.060,-0.060,0,,,,,5816.00,200.00,-200.00,0,,,,,0.96,0.51,-0.51,0,,,,,,,,
Kepler-162 c,Transit,19.44635500,0.00004500,-0.00004500,0,0.137000,,,0,,,,,,,,,0.270,0.145,-0.145,0,,,,,5816.00,200.00,-200.00,0,,,,,0.96,0.51,-0.51,0,,,,,,,,
Kepler-1620 b,Transit,101.95182900,0.00157200,-0.00157200,0,,,,,,,,,,,,,0.144,0.057,-0.024,0,,,,,6157.00,120.80,-167.55,0,1.15,0.16,-0.10,0,1.23,0.48,-0.18,0,,,,,,,,
Kepler-1621 b,Transit,92.26371400,0.00238500,-0.00238500,0,,,,,,,,,,,,,0.193,0.071,-0.033,0,,,,,6158.00,276.88,-219.74,0,1.15,0.20,-0.11,0,1.24,0.46,-0.20,0,,,,,,,,
Kepler-1622 b,Transit,10.81187370,0.00010090,-0.00010090,0,,,,,,,,,,,,,0.131,0.061,-0.024,0,,,,,6436.00,154.47,-172.76,0,1.31,0.22,-0.13,0,1.50,0.69,-0.26,0,,,,,,,,
Kepler-1623 b,Transit,4.36128348,0.00002698,-0.00002698,0,,,,,,,,,,,,,0.117,0.028,-0.016,0,,,,,5772.00,140.28,-187.15,0,1.00,0.07,-0.07,0,1.00,0.23,-0.11,0,,,,,,,,
Kepler-1624 b,Transit,3.29030452,0.00000456,-0.00000456,0,,,,,,,,,,,,,0.509,0.035,-0.041,0,,,,,3636.00,58.98,-53.35,0,0.50,0.03,-0.04,0,0.47,0.03,-0.04,0,,,,,,,,
Kepler-1625 b,Transit,287.37894900,0.00298300,-0.00298300,0,,,,,,,,,,,,,0.541,0.078,-0.047,0,,,,,5677.00,107.40,-162.14,0,0.96,0.06,-0.06,0,0.94,0.13,-0.08,0,,,,,,,,
Kepler-1626 b,Transit,4.13962966,0.00002851,-0.00002851,0,,,,,,,,,,,,,0.180,0.059,-0.038,0,,,,,6826.00,286.40,-316.80,0,1.51,0.21,-0.20,0,1.85,0.60,-0.39,0,,,,,,,,
Kepler-1627 b,Transit,7.20283653,0.00008773,-0.00008773,0,,,,,,,,,,,,,0.329,0.044,-0.037,0,,,,,5445.00,93.89,-121.15,0,0.87,0.05,-0.06,0,0.84,0.09,-0.07,0,,,,,,,,
Kepler-1628 b,Transit,76.37803300,0.00183300,-0.00183300,0,,,,,,,,,,,,,0.574,0.084,-0.045,0,,,,,3724.00,65.64,-48.58,0,0.55,0.04,-0.03,0,0.52,0.04,-0.03,0,,,,,,,,
Kepler-1629 b,Transit,3.87595807,0.00002379,-0.00002379,0,,,,,,,,,,,,,0.069,0.013,-0.007,0,,,,,5776.00,68.39,-74.65,0,1.01,0.05,-0.05,0,1.01,0.19,-0.08,0,,,,,,,,
Kepler-163 b,Transit,7.81093700,0.00010700,-0.00010700,0,0.078000,,,0,,,,,,,,,0.094,0.039,-0.039,0,,,,,5776.00,200.00,-200.00,0,,,,,0.92,0.38,-0.38,0,,,,,,,,
Kepler-163 c,Transit,21.34726200,0.00008100,-0.00008100,0,0.152000,,,0,,,,,,,,,0.202,0.084,-0.084,0,,,,,5776.00,200.00,-200.00,0,,,,,0.92,0.38,-0.38,0,,,,,,,,
Kepler-1630 b,Transit,509.99740200,0.00325600,-0.00325600,0,,,,,,,,,,,,,0.195,0.018,-0.009,0,,,,,4736.00,97.30,-64.28,0,0.66,0.05,-0.03,0,0.63,0.05,-0.02,0,,,,,,,,
Kepler-1631 b,Transit,4.09513932,0.00003048,-0.00003048,0,,,,,,,,,,,,,0.120,0.018,-0.013,0,,,,,5679.00,101.54,-148.91,0,0.97,0.05,-0.06,0,0.95,0.13,-0.08,0,,,,,,,,
Kepler-1632 b,Transit,448.30355800,0.00416400,-0.00416400,0,,,,,,,,,,,,,0.220,0.075,-0.031,0,,,,,6137.00,159.61,-176.47,0,1.12,0.14,-0.10,0,1.19,0.40,-0.17,0,,,,,,,,
Kepler-1633 b,Transit,186.40427100,0.00588600,-0.00588600,0,,,,,,,,,,,,,0.141,0.058,-0.022,0,,,,,6256.00,119.67,-118.36,0,1.20,0.17,-0.09,0,1.32,0.54,-0.18,0,,,,,,,,
Kepler-1634 b,Transit,374.87623900,0.00710700,-0.00710700,0,,,,,,,,,,,,,0.285,0.046,-0.054,0,,,,,5474.00,149.64,-144.37,0,0.92,0.05,-0.05,0,0.89,0.10,-0.06,0,,,,,,,,
Kepler-1635 b,Transit,469.63111000,0.01246000,-0.01246000,0,,,,,,,,,,,,,0.325,0.029,-0.060,0,,,,,5347.00,51.14,-53.97,0,0.89,0.04,-0.04,0,0.85,0.08,-0.04,0,,,,,,,,
Kepler-1636 b,Transit,425.47785000,0.01122000,-0.01122000,0,,,,,,,,,,,,,0.288,0.068,-0.031,0,,,,,5797.00,171.84,-166.58,0,1.01,0.08,-0.06,0,1.02,0.23,-0.11,0,,,,,,,,
Kepler-1637 b,Transit,6.10960324,0.00006485,-0.00006485,0,,,,,,,,,,,,,0.079,0.016,-0.008,0,,,,,5789.00,79.58,-94.94,0,1.02,0.06,-0.05,0,1.02,0.20,-0.09,0,,,,,,,,
Kepler-1638 b,Transit,259.33683000,0.01303000,-0.01303000,0,,,,,,,,,,,,,0.167,0.029,-0.020,0,,,,,5710.00,96.70,-111.43,0,0.97,0.05,-0.06,0,0.95,0.17,-0.08,0,,,,,,,,
Kepler-1639 b,Transit,9.87848200,0.00217100,-0.00217100,0,,,,,,,,,,,,,0.230,0.070,-0.030,0,,,,,6150.00,91.49,-82.94,0,1.12,0.11,-0.08,0,1.18,0.34,-0.14,0,,,,,,,,
Kepler-164 b,Transit,5.03503000,0.00002700,-0.00002700,0,0.058000,,,0,,,,,,,,,0.126,0.025,-0.025,0,,,,,5888.00,113.00,-113.00,0,,,,,1.15,0.22,-0.22,0,,,,,,,,
Kepler-164 c,Transit,10.94572300,0.00002900,-0.00002900,0,0.097000,,,0,,,,,,,,,0.244,0.046,-0.046,0,,,,,5888.00,113.00,-113.00,0,,,,,1.15,0.22,-0.22,0,,,,,,,,
Kepler-164 d,Transit,28.98676900,0.00016200,-0.00016200,0,0.187000,,,0,,,,,,,,,0.219,0.042,-0.042,0,,,,,5888.00,113.00,-113.00,0,,,,,1.15,0.22,-0.22,0,,,,,,,,
Kepler-1640 b,Transit,7.58441260,0.00038660,-0.00038660,0,,,,,,,,,,,,,0.430,0.221,-0.071,0,,,,,6324.00,102.05,-142.31,0,1.27,0.21,-0.10,0,1.43,0.65,-0.21,0,,,,,,,,
Kepler-1641 b,Transit,19.67226600,0.00111000,-0.00111000,0,,,,,,,,,,,,,0.277,0.101,-0.052,0,,,,,6152.00,173.97,-233.57,0,1.12,0.16,-0.12,0,1.19,0.40,-0.19,0,,,,,,,,
Kepler-1641 c,Transit,32.65721200,0.00309900,-0.00309900,0,,,,,,,,,,,,,0.263,0.087,-0.044,0,,,,,6152.00,173.97,-233.57,0,1.12,0.16,-0.12,0,1.19,0.40,-0.19,0,,,,,,,,
Kepler-1642 b,Transit,12.20575130,0.00051010,-0.00051010,0,,,,,,,,,,,,,0.285,0.030,-0.022,0,,,,,5355.00,178.89,-191.86,0,0.88,0.06,-0.05,0,0.84,0.09,-0.06,0,,,,,,,,
Kepler-1642 c,Transit,6.65138020,0.00032270,-0.00032270,0,,,,,,,,,,,,,0.237,0.026,-0.019,0,,,,,5355.00,178.89,-191.86,0,0.88,0.06,-0.05,0,0.84,0.09,-0.06,0,,,,,,,,
Kepler-1643 b,Transit,5.34264507,0.00002177,-0.00002177,0,,,,,,,,,,,,,0.205,0.022,-0.013,0,,,,,5508.00,58.66,-48.80,0,0.92,0.04,-0.05,0,0.88,0.09,-0.05,0,,,,,,,,
Kepler-1644 b,Transit,21.09077580,0.00011140,-0.00011140,0,,,,,,,,,,,,,0.168,0.046,-0.014,0,,,,,5499.00,66.43,-63.10,0,0.89,0.05,-0.05,0,0.86,0.09,-0.06,0,,,,,,,,
Kepler-1645 b,Transit,16.17795610,0.00010690,-0.00010690,0,,,,,,,,,,,,,0.159,0.038,-0.018,0,,,,,5812.00,119.73,-151.42,0,1.02,0.06,-0.06,0,1.02,0.24,-0.10,0,,,,,,,,
Kepler-1646 b,Transit,4.48558383,0.00001050,-0.00001050,0,,,,,,,,,,,,,0.110,0.025,-0.021,0,,,,,3299.00,36.22,-41.07,0,0.24,0.06,-0.06,0,0.26,0.05,-0.05,0,,,,,,,,
Kepler-1647 b,Transit,1107.59230000,0.02270000,-0.02270000,0,2.720500,0.007000,-0.007000,0,0.058100,0.068900,-0.068900,0,1.51968,0.64815,-0.64815,0,1.059,0.012,-0.012,0,,,,,6210.00,100.00,-100.00,0,1.22,0.01,-0.01,0,1.79,0.01,-0.01,0,,,,,,,,
Kepler-1649 b,Transit,8.68909000,0.00002400,-0.00002400,0,0.051400,0.002800,-0.002800,0,0.000000,,,0,,,,,0.096,0.013,-0.013,0,,,,,3240.00,61.00,-61.00,0,0.22,0.02,-0.02,0,0.25,0.04,-0.04,0,,,,,,,,
Kepler-165 b,Transit,8.18084800,0.00002600,-0.00002600,0,0.072000,,,0,,,,,,,,,0.207,0.126,-0.126,0,,,,,5211.00,200.00,-200.00,0,,,,,0.77,0.47,-0.47,0,,,,,,,,
Kepler-165 c,Transit,15.31299000,0.00005700,-0.00005700,0,0.110000,,,0,,,,,,,,,0.199,0.120,-0.120,0,,,,,5211.00,200.00,-200.00,0,,,,,0.77,0.47,-0.47,0,,,,,,,,
Kepler-1650 b,Transit,1.53818001,0.00000155,-0.00000154,0,,,,,0.010000,0.150000,-0.010000,0,,,,,0.086,0.010,-0.009,0,,,,,3410.00,56.00,-46.00,0,0.33,0.05,-0.04,0,0.33,0.04,-0.03,0,,,,,-1.871,0.123,-0.107,0
